기업이름,고용형태,연봉,기업주소,키워드,기업형태,사원수,매출액
(주)에이치아이티에스,경력무관 · 정규직,면접 후 결정,"경기 부천시 부일로809번길 81, 4층",딥러닝,"중소기업, 스타트업, 외부감사법인, 수출..업종물질 검사, 측정 및 분석기구 제조업",52,-
서울대학교병원,신입 · 경력 · 계약직 외,면접 후 결정,서울 종로구 대학로 101,딥러닝,"기타, 공사/공기업업종종합 병원",749,-
(주)에이치아이티에스,경력무관 · 정규직,면접 후 결정,"경기 부천시 부일로809번길 81, 4층",딥러닝,"중소기업, 스타트업, 외부감사법인, 수출..업종물질 검사, 측정 및 분석기구 제조업",52,-
케이유융합소프트웨어연구센터(주),경력무관 · 병역특례,면접 후 결정,"서울 성북구 안암로 145, 애기능생활관 108호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종응용 소프트웨어 개발 및 공급업",13,-
(주)서율컨설팅,경력 2년↑ · 정규직,면접 후 결정,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
딥퓨전에이아이(주),경력무관 · 정규직,면접 후 결정,"서울 구로구 디지털로33길 48, 305동 125호 (구로동,대륭포스트타워7차)",딥러닝,"중소기업, 수출입 기업업종전자상거래 소매업설립일",-,-
스트라드비젼(STRADVISION),3 ~ 10년 · 정규직,면접 후 결정,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
주식회사 테코,신입 · 경력 · 정규직 외,면접 후 결정,경북 구미시 흥안로 63,딥러닝,-,-,-
(주)데이터마케팅코리아,경력무관 · 정규직,면접 후 결정,"서울 강남구 선릉로 602, 8층-9층 (삼성동,삼릉빌딩)",딥러닝,"중소기업, 주식회사업종컴퓨터시스템 통합 자문 및 구축 서비스업설립일",-,-
(주)넥슨,경력(년수무관) · 정규직,면접 후 결정,경기 성남시 분당구 판교로256번길 7,딥러닝,"대기업, 1000대기업, 외국인 투자기업, ..업종유선 온라인 게임 소프트웨어 개발 및 공..",2154,"9,313억 1,815만"
하이텍앤솔(주),신입 · 경력 · 정규직,면접 후 결정,"서울 송파구 새말로 109, 3층",딥러닝,"중소기업, 외부감사법인, 주식회사업종전기용 기계ㆍ장비 및 관련 기자재 도매업",95,-
(주)캔탑스,신입 · 경력 · 정규직 외,면접 후 결정,"경기 수원시 영통구 덕영대로1556번길 16, 에이1002호,1003호,1004호,1005호,1006호,1007호,1008호",딥러닝,중소기업업종산업처리공정 제어장비 제조업,94,-
엔피씨(주),신입 · 경력 · 정규직,면접 후 결정,경기 안산시 단원구 해안로 289,딥러닝,"코스피, 중견기업, 외부감사법인, 주식회..업종포장용 플라스틱 성형용기 제조업",238,"4,869억 215만"
(주)비젼인,경력무관 · 정규직,면접 후 결정,"서울 금천구 디지털로 121, 704호 (가산동,에이스가산타워)",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종응용 소프트웨어 개발 및 공급업",26,7억 483만
(주)디윅스,3 ~ 7년 · 정규직,회사내규에 따름,"서울 강남구 선릉로94길 12, 7층 (삼성동,세웅타워)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",25,-
브레인즈컴퍼니(주),5 ~ 10년 · 정규직,회사내규에 따름,"서울 성동구 성수이로 87, 8층 (성수동2가,성문빌딩)",딥러닝,"코스닥, 중소기업, 스타트업, 외부감사법..업종응용 소프트웨어 개발 및 공급업",105,-
(주)쥬비스다이어트,5 ~ 10년 · 정규직,회사내규에 따름,"서울 강남구 삼성로 434, 지하2층,3층,14층,15층",딥러닝,중소기업업종체형 등 기타 신체관리 서비스업,342,-
(주)더블유컨셉코리아,3 ~ 6년 · 정규직,면접 후 결정,"서울 강남구 테헤란로 231, 이스트 20층",딥러닝,"대기업, 주식회사업종전자상거래 소매업",281,-
(주)크래프트테크놀로지스,4 ~ 8년 · 정규직,면접 후 결정,"서울 영등포구 국제금융로 10, 30층",딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종응용 소프트웨어 개발 및 공급업",75,-
(주)그린파워,신입 · 경력 · 정규직 외,회사내규에 따름,"경기 화성시 동탄첨단산업1로 27, 에이동 35층, 36층",딥러닝,"중소기업, 주식회사, 외부감사법인, 병역..업종기타 전기 변환장치 제조업",336,-
디플래닉스(주),8 ~ 12년 · 정규직,회사내규에 따름,"서울 서초구 강남대로 465, 4층",딥러닝,"중견기업, 외부감사법인, 주식회사업종자료 처리업",25,-
디플래닉스(주),4 ~ 6년 · 정규직,회사내규에 따름,"서울 서초구 강남대로 465, 4층",딥러닝,"중견기업, 외부감사법인, 주식회사업종자료 처리업",25,-
(주)마루온,경력 15년↑ · 정규직,"연봉 8,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기",충북 청주시 청원구 오창읍 두릉유리로 1247,딥러닝,"중소기업, 스타트업, 외국인 투자기업, ..업종전동기 및 발전기 제조업",19,-
(주)야놀자,5 ~ 10년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로108길 42 (대치동,엠디엠타워)",딥러닝,"중견기업, 스타트업, 외부감사법인, 주식..업종데이터베이스 및 온라인정보 제공업",976,-
(주)이글루코퍼레이션,3 ~ 10년 · 정규직,회사내규에 따름,"서울 송파구 정의로8길 7 (문정동,한스빌딩)",딥러닝,"코스닥, 외부감사법인, 연구소, 주식회사..업종그 외 기타 정보 서비스업",804,"817억 2,731만"
디플래닉스(주),3 ~ 5년 · 정규직,회사내규에 따름,"서울 서초구 강남대로 465, 4층",딥러닝,"중견기업, 외부감사법인, 주식회사업종자료 처리업",25,-
동성인재개발교육원,경력무관 · 교육생,면접 후 결정,"부산 부산진구 중앙대로 668, 6층",딥러닝,"중소기업, 학교/교육기관업종기타 기술 및 직업훈련학원홈페이지",-,-
(주)미스터픽,경력무관 · 정규직 외,면접 후 결정,"서울 강남구 테헤란로 447, 16층 (삼성동,케이비우준타워)",딥러닝,"중소기업, 스타트업, 주식회사업종시스템 소프트웨어 개발 및 공급업",31,-
(주)엑스큐어넷,2 ~ 15년 · 정규직,면접 후 결정,서울 은평구 가좌로 276,딥러닝,"중소기업, 주식회사업종시스템 소프트웨어 개발 및 공급업",51,-
(주)한국아이티전문학원,경력 4년↑ · 정규직,면접 후 결정,"충북 청주시 상당구 사직대로361번길 158-10, 7층 701호,8층 801호",딥러닝,"중소기업, 주식회사업종컴퓨터 학원",4,-
(주)세라에스,2 ~ 5년 · 정규직,"연봉 6,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기",-,딥러닝,"중소기업, 재단법인, 연구소, 주식회사홈페이지",-,-
(주)한국해양벤처투자,경력무관 · 정규직 외,면접 후 결정,"부산 동구 자성로141번길 11, 603호",딥러닝,중소기업업종경영 컨설팅업,3,-
(주)한국해양벤처투자,경력무관 · 정규직 외,면접 후 결정,"부산 동구 자성로141번길 11, 603호",딥러닝,중소기업업종경영 컨설팅업,3,-
행복쇼핑(주),경력 3년↑ · 정규직,면접 후 결정,"서울 양천구 목동동로 293, 20층 2002호, 2003호 (목동,현대41타워)",딥러닝,"중소기업, 연구소, 주식회사업종컴퓨터시스템 통합 자문 및 구축 서비스업",14,-
(주)보스반도체,경력 5년↑ · 정규직,면접 후 결정,"경기 성남시 분당구 판교로255번길 24, 3층",딥러닝,중소기업업종비메모리용 및 기타 전자집적회로 제조업,61,-
숭실대학교산학협력단,경력(년수무관) · 전임,"연봉 4,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기",서울 동작구 상도로 369,딥러닝,"기타, 학교/교육기관업종기타 전문 서비스업",157,-
(주)크리에이츠,3 ~ 10년 · 정규직,면접 후 결정,"경기 수원시 영통구 덕영대로1556번길 16, A동 407호",딥러닝,"중소기업, 외부감사법인, 연구소, 주식회..업종그 외 기타 달리 분류되지 않은 제품 제..",112,-
메디컬아이피(주),신입 · 경력 · 정규직 외,면접 후 결정,"강원 춘천시 강원대학길 1, 보듬관 1204호 (효자동,강원대학교)",딥러닝,"중소기업, 연구소, 주식회사, 병역특례 ..업종시스템 소프트웨어 개발 및 공급업",95,-
(주)미래전파공학연구소,신입 · 경력 · 정규직,면접 후 결정,"서울 종로구 새문안로 69, 701호 (신문로1가,구세군회관)",딥러닝,"중소기업, 연구소, 주식회사업종전기ㆍ전자공학 연구개발업",20,"19억 5,453만"
(주)윈텍오토메이션,경력무관 · 정규직,면접 후 결정,경기 수원시 영통구 영통로200번길 71,딥러닝,"중소기업, 병역특례 인증업체, 수출입 기업업종금속 주조 및 기타 야금용 기계 제조업",73,141억
(주)씨인사이드,신입 · 경력 · 정규직,면접 후 결정,"인천 남동구 호구포로 194, 508호, 509호, 510호, 511호, 512호 (고잔동,마크원 복합비즈센터 지식산)",딥러닝,"중소기업, 주식회사업종반도체 제조용 기계 제조업",22,-
(주)펄송,2 ~ 9년 · 정규직,회사내규에 따름,"대전 서구 계백로 1161, 404호 (도안동,유니온빌딩)",딥러닝,"중소기업, 외부감사법인, 연구소, 주식회..업종기타 기계ㆍ장비 조립용 플라스틱 제품 ..",17,-
(주)비전인스,신입 · 경력 · 정규직 외,면접 후 결정,"경기 화성시 동탄첨단산업1로 27, B동 3322호",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",7,-
(주)엔티엘헬스케어,신입 · 경력 · 정규직 외,면접 후 결정,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
(주)트윔,경력 3년↑ · 정규직,면접 후 결정,경기 화성시 삼성1로4길 7-4,딥러닝,"코스닥, 중소기업, 스타트업, 외부감사법..업종응용 소프트웨어 개발 및 공급업",150,"182억 5,956만"
(주)트윔,신입 · 경력 · 정규직,면접 후 결정,경기 화성시 삼성1로4길 7-4,딥러닝,"코스닥, 중소기업, 스타트업, 외부감사법..업종응용 소프트웨어 개발 및 공급업",150,"182억 5,956만"
에이아이테크(주),경력무관 · 정규직,"연봉 8,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기","경기 평택시 산단로16번길 12, 5층 511호,512호",딥러닝,중소기업업종자동차용 전용 신품 부품 판매업,10,-
(주)메디씽큐,신입 · 경력 · 정규직,면접 후 결정,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
(주)아이유노글로벌,경력무관 · 정규직,면접 후 결정,"서울 마포구 월드컵북로56길 19, 12층 (상암동,드림타워)",딥러닝,"중소기업, 외국인 투자기업업종응용 소프트웨어 개발 및 공급업설립일",-,-
(주)뎁스,1 ~ 20년 · 정규직,면접 후 결정,"경남 창원시 의창구 창이대로95번길 3, 3층",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",21,9억 231만
(주)파인디지털,1 ~ 8년 · 정규직,면접 후 결정,경기 성남시 분당구 성남대로925번길 41,딥러닝,"코스닥, 중소기업, 연구소, 주식회사, 병..업종기타 무선 통신장비 제조업",160,880억
(주)키웍스,신입 · 정규직,면접 후 결정,"경기 광명시 새빛공원로 67, A동 805호",딥러닝,중소기업업종광학렌즈 및 광학요소 제조업,30,"61억 4,993만"
(주)아이스크림아트,신입 · 경력 · 정규직,면접 후 결정,"서울 강남구 테헤란로 512, 18층 (대치동,신안빌딩)",딥러닝,"중소기업, 학교/교육기관, 주식회사업종시스템 소프트웨어 개발 및 공급업",49,-
(주)머신앤비전,경력 5년↑ · 정규직,면접 후 결정,충남 천안시 서북구 성환읍 왕지1길 151-1,딥러닝,"중소기업, 주식회사업종반도체 제조용 기계 제조업",16,-
(주)유한양행,신입 · 경력,면접 후 결정,서울 동작구 노량진로 74,딥러닝,"코스피, 중견기업, 외부감사법인, 수출입..업종완제 의약품 제조업",1961,-
(주)베스텔라랩,2 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교로289번길 20, 2동 5층 공동보육실 (삼평동,경기스타트업캠퍼스)",딥러닝,"중소기업, 주식회사업종데이터베이스 및 온라인정보 제공업",21,-
(주)베스텔라랩,2 ~ 15년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교로289번길 20, 2동 5층 공동보육실 (삼평동,경기스타트업캠퍼스)",딥러닝,"중소기업, 주식회사업종데이터베이스 및 온라인정보 제공업",21,-
알피니언메디칼시스템,경력 15년↓ · 정규직 외,면접 후 결정,"서울 강서구 마곡중앙14로 15, 알피니언메디칼시스템",딥러닝,"중견기업, 주식회사, 병역특례 인증업체,..업종전기·전자·제어",212,-
